%units
	c_co2 = "umol:s-1:m-2"
	c_co2_std = "umol:s-1:m-2"

%info
	author  = ""
	contact = ""
	date    = "2014-08-01 15:00:00"
	project = ""
	comment = ""

%data
date	time	c_co2	c_co2_std
2010-04-24	12:00	0	na
2010-04-25	12:00	0	na
2010-04-26	12:00	0	na
2010-04-27	12:00	0	na
2010-04-28	12:00	0	na
2010-04-29	12:00	0	na
2010-04-30	12:00	0	na
2010-05-01	12:00	0	na
2010-05-02	12:00	0	na
2010-05-03	12:00	0	na
2010-05-04	12:00	0	na
2010-05-05	12:00	0	na
2010-05-07	12:00	0	na
2010-05-08	12:00	0	na
2010-05-09	12:00	0	na
2010-05-10	12:00	0	na
2010-05-11	12:00	0	na
2010-05-12	12:00	0	na
2010-05-13	12:00	0	na
2010-05-14	12:00	0	na
2010-05-15	12:00	0	na
2010-05-16	12:00	0	na
2010-05-17	12:00	0	na
2010-05-18	12:00	0	na
2010-05-19	12:00	0	na
2010-05-20	12:00	0	na
2010-05-21	12:00	0	na
2010-05-22	12:00	0	na
2010-05-23	12:00	0	na
2010-05-24	12:00	0	na
2010-05-25	12:00	0	na
2010-05-26	12:00	0	na
2010-05-27	12:00	0	na
2010-05-28	12:00	0	na
2010-05-29	12:00	0	na
2010-05-30	12:00	0	na
2010-05-31	12:00	0	na
2010-06-01	12:00	0	na
2010-06-02	12:00	0	na
2010-06-03	12:00	0	na
2010-06-04	12:00	0	na
2010-06-05	12:00	0	na
2010-06-06	12:00	0	na
2010-06-07	12:00	0	na
2010-06-08	12:00	0	na
2010-06-09	12:00	0	na
2010-06-10	12:00	0	na
2010-06-11	12:00	0	na
2010-06-12	12:00	0	na
2010-06-13	12:00	0	na
2010-06-14	12:00	0	na
2010-06-15	12:00	0	na
2010-06-16	12:00	0	na
2010-06-17	12:00	0	na
2010-06-18	12:00	0	na
2010-06-19	12:00	0	na
2010-06-20	12:00	0	na
2010-06-21	12:00	0	na
2010-06-22	12:00	0	na
2010-06-23	12:00	0	na
2010-06-24	12:00	0	na
2010-06-25	12:00	0	na
2010-06-26	12:00	0	na
2010-06-27	12:00	0	na
2010-06-28	12:00	0	na
2010-06-29	12:00	0	na
2010-06-30	12:00	0	na
